[16/11/2023 05:09:32] Epoch: 1/60 | 1/10 average epoch loss: 0.117859
[16/11/2023 05:09:32] Epoch: 1/60 | Global_step: 3000 | average validation loss: 0.442040 | ACC: 0.912922| AUC: 0.979113
[16/11/2023 16:29:57] Epoch: 2/60 | Global_step: 93000 | average validation loss: 0.088910 | ACC: 0.986855| AUC: 0.999009
[16/11/2023 16:52:44] Epoch: 3/60 | 1/10 average epoch loss: 0.032685
[16/11/2023 16:52:44] Epoch: 3/60 | Global_step: 96000 | average validation loss: 0.083710 | ACC: 0.986709| AUC: 0.998921
[16/11/2023 17:15:40] Epoch: 3/60 | 1/10 average epoch loss: 0.030706
[16/11/2023 17:15:40] Epoch: 3/60 | Global_step: 99000 | average validation loss: 0.079060 | ACC: 0.987497| AUC: 0.999019
[16/11/2023 17:37:58] Epoch: 3/60 | 1/10 average epoch loss: 0.033766
[16/11/2023 17:37:58] Epoch: 3/60 | Global_step: 102000 | average validation loss: 0.092920 | ACC: 0.985223| AUC: 0.998759
[16/11/2023 18:00:01] Epoch: 3/60 | 1/10 average epoch loss: 0.032862
[16/11/2023 18:00:01] Epoch: 3/60 | Global_step: 105000 | average validation loss: 0.099900 | ACC: 0.984263| AUC: 0.998912
[16/11/2023 18:22:07] Epoch: 3/60 | 1/10 average epoch loss: 0.033549
[16/11/2023 18:22:07] Epoch: 3/60 | Global_step: 108000 | average validation loss: 0.090120 | ACC: 0.985849| AUC: 0.998839
[16/11/2023 18:44:39] Epoch: 3/60 | 1/10 average epoch loss: 0.032356
[16/11/2023 18:44:39] Epoch: 3/60 | Global_step: 111000 | average validation loss: 0.088690 | ACC: 0.986542| AUC: 0.998869
[16/11/2023 19:07:05] Epoch: 3/60 | 1/10 average epoch loss: 0.035016
[16/11/2023 19:07:05] Epoch: 3/60 | Global_step: 114000 | average validation loss: 0.108720 | ACC: 0.982855| AUC: 0.998256
[16/11/2023 19:29:05] Epoch: 3/60 | 1/10 average epoch loss: 0.034040
[16/11/2023 19:29:05] Epoch: 3/60 | Global_step: 117000 | average validation loss: 0.109550 | ACC: 0.982251| AUC: 0.998986
[16/11/2023 19:49:30] Epoch: 3/60 | 1/10 average epoch loss: 0.032579
[16/11/2023 19:49:30] Epoch: 3/60 | Global_step: 120000 | average validation loss: 0.081800 | ACC: 0.987480| AUC: 0.998992
[16/11/2023 20:09:52] Epoch: 3/60 | 1/10 average epoch loss: 0.031789
[16/11/2023 20:09:52] Epoch: 3/60 | Global_step: 123000 | average validation loss: 0.111740 | ACC: 0.983034| AUC: 0.998818
[16/11/2023 20:30:14] Epoch: 3/60 | 1/10 average epoch loss: 0.032878
[16/11/2023 20:30:14] Epoch: 3/60 | Global_step: 126000 | average validation loss: 0.111490 | ACC: 0.982039| AUC: 0.998844
[16/11/2023 20:51:29] Epoch: 3/60 | 1/10 average epoch loss: 0.031675
[16/11/2023 20:51:29] Epoch: 3/60 | Global_step: 129000 | average validation loss: 0.081540 | ACC: 0.987983| AUC: 0.999033
[16/11/2023 21:13:29] Epoch: 3/60 | 1/10 average epoch loss: 0.032018
[16/11/2023 21:13:29] Epoch: 3/60 | Global_step: 132000 | average validation loss: 0.082650 | ACC: 0.987413| AUC: 0.999003
[16/11/2023 21:35:30] Epoch: 3/60 | 1/10 average epoch loss: 0.034292
[16/11/2023 21:35:30] Epoch: 3/60 | Global_step: 135000 | average validation loss: 0.078340 | ACC: 0.987793| AUC: 0.999012
[16/11/2023 21:57:28] Epoch: 3/60 | 1/10 average epoch loss: 0.030600
[16/11/2023 21:57:28] Epoch: 3/60 | Global_step: 138000 | average validation loss: 0.065940 | ACC: 0.989570| AUC: 0.999334
Saved model. lr 0.000200
[16/11/2023 22:19:24] Epoch: 4/60 | 1/10 average epoch loss: 0.029390
[16/11/2023 22:19:24] Epoch: 4/60 | Global_step: 141000 | average validation loss: 0.070550 | ACC: 0.988799| AUC: 0.999202
[16/11/2023 22:41:17] Epoch: 4/60 | 1/10 average epoch loss: 0.028153
[16/11/2023 22:41:17] Epoch: 4/60 | Global_step: 144000 | average validation loss: 0.097800 | ACC: 0.983782| AUC: 0.998693
[16/11/2023 23:03:15] Epoch: 4/60 | 1/10 average epoch loss: 0.030434
[16/11/2023 23:03:15] Epoch: 4/60 | Global_step: 147000 | average validation loss: 0.074310 | ACC: 0.988413| AUC: 0.999092
[16/11/2023 23:25:16] Epoch: 4/60 | 1/10 average epoch loss: 0.029323
[16/11/2023 23:25:16] Epoch: 4/60 | Global_step: 150000 | average validation loss: 0.077110 | ACC: 0.988520| AUC: 0.999092
[16/11/2023 23:47:17] Epoch: 4/60 | 1/10 average epoch loss: 0.031355
[16/11/2023 23:47:17] Epoch: 4/60 | Global_step: 153000 | average validation loss: 0.070330 | ACC: 0.989268| AUC: 0.999210
