[16/11/2023 05:09:32] Epoch: 1/60 | 1/10 average epoch loss: 0.117859
[16/11/2023 05:09:32] Epoch: 1/60 | Global_step: 3000 | average validation loss: 0.442040 | ACC: 0.912922| AUC: 0.979113
[16/11/2023 05:31:50] Epoch: 1/60 | 1/10 average epoch loss: 0.094334
[16/11/2023 05:31:50] Epoch: 1/60 | Global_step: 6000 | average validation loss: 0.286030 | ACC: 0.951497| AUC: 0.988102
[16/11/2023 05:54:10] Epoch: 1/60 | 1/10 average epoch loss: 0.078354
[16/11/2023 05:54:10] Epoch: 1/60 | Global_step: 9000 | average validation loss: 0.288970 | ACC: 0.950425| AUC: 0.988181
[16/11/2023 06:16:29] Epoch: 1/60 | 1/10 average epoch loss: 0.071214
[16/11/2023 06:16:29] Epoch: 1/60 | Global_step: 12000 | average validation loss: 0.217150 | ACC: 0.965223| AUC: 0.993429
[16/11/2023 06:38:44] Epoch: 1/60 | 1/10 average epoch loss: 0.063938
[16/11/2023 06:38:44] Epoch: 1/60 | Global_step: 15000 | average validation loss: 0.199990 | ACC: 0.968207| AUC: 0.993787
[16/11/2023 07:01:01] Epoch: 1/60 | 1/10 average epoch loss: 0.062856
[16/11/2023 07:01:01] Epoch: 1/60 | Global_step: 18000 | average validation loss: 0.190710 | ACC: 0.971642| AUC: 0.995064
[16/11/2023 07:23:17] Epoch: 1/60 | 1/10 average epoch loss: 0.056439
[16/11/2023 07:23:17] Epoch: 1/60 | Global_step: 21000 | average validation loss: 0.169550 | ACC: 0.974346| AUC: 0.995952
[16/11/2023 07:45:34] Epoch: 1/60 | 1/10 average epoch loss: 0.056434
[16/11/2023 07:45:34] Epoch: 1/60 | Global_step: 24000 | average validation loss: 0.160370 | ACC: 0.974134| AUC: 0.996102
[16/11/2023 08:07:55] Epoch: 1/60 | 1/10 average epoch loss: 0.055813
[16/11/2023 08:07:55] Epoch: 1/60 | Global_step: 27000 | average validation loss: 0.159680 | ACC: 0.975324| AUC: 0.996340
[16/11/2023 08:30:14] Epoch: 1/60 | 1/10 average epoch loss: 0.051190
[16/11/2023 08:30:14] Epoch: 1/60 | Global_step: 30000 | average validation loss: 0.151190 | ACC: 0.976067| AUC: 0.996805
[16/11/2023 08:52:29] Epoch: 1/60 | 1/10 average epoch loss: 0.050667
[16/11/2023 08:52:29] Epoch: 1/60 | Global_step: 33000 | average validation loss: 0.147020 | ACC: 0.976631| AUC: 0.996617
Saved model. lr 0.000200
[16/11/2023 09:17:09] Epoch: 1/60 | 1/10 average epoch loss: 0.048091
[16/11/2023 09:17:09] Epoch: 1/60 | Global_step: 36000 | average validation loss: 0.142350 | ACC: 0.979307| AUC: 0.997041
Saved model. lr 0.000200
[16/11/2023 09:38:54] Epoch: 1/60 | 1/10 average epoch loss: 0.049262
[16/11/2023 09:38:54] Epoch: 1/60 | Global_step: 39000 | average validation loss: 0.144910 | ACC: 0.976709| AUC: 0.996913
[16/11/2023 10:01:06] Epoch: 1/60 | 1/10 average epoch loss: 0.046410
[16/11/2023 10:01:06] Epoch: 1/60 | Global_step: 42000 | average validation loss: 0.162340 | ACC: 0.973799| AUC: 0.996366
[16/11/2023 10:23:32] Epoch: 1/60 | 1/10 average epoch loss: 0.044162
[16/11/2023 10:23:32] Epoch: 1/60 | Global_step: 45000 | average validation loss: 0.123560 | ACC: 0.981257| AUC: 0.997707
Saved model. lr 0.000200
[16/11/2023 10:45:58] Epoch: 2/60 | 1/10 average epoch loss: 0.042954
[16/11/2023 10:45:58] Epoch: 2/60 | Global_step: 48000 | average validation loss: 0.139450 | ACC: 0.977413| AUC: 0.997815
Saved model. lr 0.000200
[16/11/2023 11:08:35] Epoch: 2/60 | 1/10 average epoch loss: 0.039937
[16/11/2023 11:08:35] Epoch: 2/60 | Global_step: 51000 | average validation loss: 0.134320 | ACC: 0.980184| AUC: 0.998026
Saved model. lr 0.000200
[16/11/2023 11:32:10] Epoch: 2/60 | 1/10 average epoch loss: 0.041878
[16/11/2023 11:32:10] Epoch: 2/60 | Global_step: 54000 | average validation loss: 0.112430 | ACC: 0.982056| AUC: 0.998111
Saved model. lr 0.000200
[16/11/2023 11:55:19] Epoch: 2/60 | 1/10 average epoch loss: 0.040146
[16/11/2023 11:55:19] Epoch: 2/60 | Global_step: 57000 | average validation loss: 0.115970 | ACC: 0.981961| AUC: 0.998085
[16/11/2023 12:17:55] Epoch: 2/60 | 1/10 average epoch loss: 0.041438
[16/11/2023 12:17:55] Epoch: 2/60 | Global_step: 60000 | average validation loss: 0.107190 | ACC: 0.983168| AUC: 0.998213
Saved model. lr 0.000200
[16/11/2023 12:40:24] Epoch: 2/60 | 1/10 average epoch loss: 0.042076
[16/11/2023 12:40:24] Epoch: 2/60 | Global_step: 63000 | average validation loss: 0.111740 | ACC: 0.982670| AUC: 0.998086
[16/11/2023 13:03:00] Epoch: 2/60 | 1/10 average epoch loss: 0.039629
[16/11/2023 13:03:00] Epoch: 2/60 | Global_step: 66000 | average validation loss: 0.106470 | ACC: 0.983497| AUC: 0.998377
Saved model. lr 0.000200
[16/11/2023 13:25:18] Epoch: 2/60 | 1/10 average epoch loss: 0.037801
[16/11/2023 13:25:18] Epoch: 2/60 | Global_step: 69000 | average validation loss: 0.102570 | ACC: 0.984229| AUC: 0.998425
Saved model. lr 0.000200
[16/11/2023 13:47:46] Epoch: 2/60 | 1/10 average epoch loss: 0.039177
[16/11/2023 13:47:46] Epoch: 2/60 | Global_step: 72000 | average validation loss: 0.111490 | ACC: 0.982419| AUC: 0.997964
[16/11/2023 14:10:17] Epoch: 2/60 | 1/10 average epoch loss: 0.036705
[16/11/2023 14:10:17] Epoch: 2/60 | Global_step: 75000 | average validation loss: 0.107400 | ACC: 0.982531| AUC: 0.998380
[16/11/2023 14:35:54] Epoch: 2/60 | 1/10 average epoch loss: 0.036018
[16/11/2023 14:35:54] Epoch: 2/60 | Global_step: 78000 | average validation loss: 0.101380 | ACC: 0.984698| AUC: 0.998615
Saved model. lr 0.000200
[16/11/2023 14:58:31] Epoch: 2/60 | 1/10 average epoch loss: 0.037535
[16/11/2023 14:58:31] Epoch: 2/60 | Global_step: 81000 | average validation loss: 0.104670 | ACC: 0.983302| AUC: 0.998288
[16/11/2023 15:21:15] Epoch: 2/60 | 1/10 average epoch loss: 0.037787
[16/11/2023 15:21:15] Epoch: 2/60 | Global_step: 84000 | average validation loss: 0.089050 | ACC: 0.986028| AUC: 0.998877
Saved model. lr 0.000200
[16/11/2023 15:44:13] Epoch: 2/60 | 1/10 average epoch loss: 0.035818
[16/11/2023 15:44:13] Epoch: 2/60 | Global_step: 87000 | average validation loss: 0.088740 | ACC: 0.985883| AUC: 0.998875
[16/11/2023 16:06:55] Epoch: 2/60 | 1/10 average epoch loss: 0.034991
[16/11/2023 16:06:55] Epoch: 2/60 | Global_step: 90000 | average validation loss: 0.082650 | ACC: 0.986771| AUC: 0.999095
Saved model. lr 0.000200
[16/11/2023 16:29:57] Epoch: 2/60 | 1/10 average epoch loss: 0.035846
